日期,城市,空气指标,PM25
19日,南充市,96,48
20日,南充市,80,28
21日,南充市,60,24
22日,南充市,68,32
14日,南充市,160,79
15日,南充市,120,68
09日,南充市,96,41
16日,眉山市,127,48
17日,眉山市,106,35
18日,眉山市,150,37
19日,眉山市,92,25
20日,眉山市,116,34
21日,眉山市,65,39
22日,眉山市,69,28
09日,眉山市,101,41
10日,眉山市,104,42
11日,眉山市,59,36
12日,眉山市,142,75
13日,眉山市,125,58
14日,眉山市,89,45
15日,眉山市,106,53
10日,宜宾市,122,55
11日,宜宾市,78,57
12日,宜宾市,154,60
16日,宜宾市,88,42
17日,宜宾市,102,37
18日,宜宾市,116,46
19日,宜宾市,90,32
20日,宜宾市,111,41
21日,宜宾市,69,38
22日,宜宾市,59,21
09日,宜宾市,105,42
13日,宜宾市,165,69
14日,宜宾市,132,62
15日,宜宾市,121,66
16日,广安市,95,53
17日,广安市,97,50
18日,广安市,103,40
19日,广安市,96,34
20日,广安市,75,21
21日,广安市,49,21
22日,广安市,45,20
09日,广安市,95,44
10日,广安市,87,41
11日,广安市,43,23
12日,广安市,500,138
13日,广安市,330,120
14日,广安市,162,82
15日,广安市,119,66
16日,达州市,82,43
17日,达州市,101,48
18日,达州市,82,39
19日,达州市,85,26
20日,达州市,65,14
21日,达州市,43,11
22日,达州市,60,18
09日,达州市,84,34
10日,达州市,80,23
11日,达州市,41,16
12日,达州市,500,142
13日,达州市,263,103
14日,达州市,145,70
15日,达州市,97,52
16日,雅安市,108,41
17日,雅安市,108,35
18日,雅安市,118,32
19日,雅安市,91,27
20日,雅安市,113,32
21日,雅安市,53,34
22日,雅安市,59,29
09日,雅安市,97,25
10日,雅安市,95,34
11日,雅安市,49,34
12日,雅安市,97,51
13日,雅安市,70,32
14日,雅安市,58,25
15日,雅安市,80,30
16日,巴中市,74,45
17日,巴中市,98,46
18日,巴中市,95,40
19日,巴中市,90,36
20日,巴中市,76,24
21日,巴中市,50,16
22日,巴中市,90,40
10日,巴中市,80,30
11日,巴中市,49,23
12日,巴中市,500,196
13日,巴中市,196,101
14日,巴中市,109,64
15日,巴中市,90,54
09日,巴中市,80,33
16日,资阳市,112,49
10日,资阳市,100,40
11日,资阳市,54,32
12日,资阳市,319,105
13日,资阳市,139,60
14日,资阳市,95,47
15日,资阳市,93,50
17日,资阳市,130,42
18日,资阳市,110,37
19日,资阳市,97,33
20日,资阳市,96,26
21日,资阳市,52,23
22日,资阳市,63,27
09日,资阳市,103,34
16日,阿坝藏族羌族自治州,70,14
17日,阿坝藏族羌族自治州,62,12
18日,阿坝藏族羌族自治州,61,14
19日,阿坝藏族羌族自治州,72,16
20日,阿坝藏族羌族自治州,62,14
21日,阿坝藏族羌族自治州,70,14
22日,阿坝藏族羌族自治州,52,12
10日,阿坝藏族羌族自治州,52,13
11日,阿坝藏族羌族自治州,49,12
12日,阿坝藏族羌族自治州,60,14
13日,阿坝藏族羌族自治州,57,12
14日,阿坝藏族羌族自治州,55,11
15日,阿坝藏族羌族自治州,54,12
09日,阿坝藏族羌族自治州,60,14
16日,甘孜藏族自治州,57,8
17日,甘孜藏族自治州,62,8
18日,甘孜藏族自治州,60,10
19日,甘孜藏族自治州,65,12
20日,甘孜藏族自治州,64,11
21日,甘孜藏族自治州,55,8
22日,甘孜藏族自治州,47,7
10日,甘孜藏族自治州,63,15
11日,甘孜藏族自治州,67,13
12日,甘孜藏族自治州,47,5
13日,甘孜藏族自治州,38,10
14日,甘孜藏族自治州,42,10
15日,甘孜藏族自治州,45,5
09日,甘孜藏族自治州,61,10
10日,凉山彝族自治州,83,27
11日,凉山彝族自治州,76,25
12日,凉山彝族自治州,49,14
13日,凉山彝族自治州,47,18
14日,凉山彝族自治州,40,22
15日,凉山彝族自治州,66,22
16日,凉山彝族自治州,57,21
17日,凉山彝族自治州,76,13
18日,凉山彝族自治州,72,16
19日,凉山彝族自治州,67,13
20日,凉山彝族自治州,60,17
21日,凉山彝族自治州,60,11
22日,凉山彝族自治州,62,14
09日,凉山彝族自治州,80,30
10日,贵阳市,53,37
11日,贵阳市,77,35
12日,贵阳市,131,54
13日,贵阳市,187,78
14日,贵阳市,98,48
15日,贵阳市,80,40
09日,贵阳市,69,50
16日,贵阳市,78,33
17日,贵阳市,108,41
18日,贵阳市,71,31
19日,贵阳市,89,13
20日,贵阳市,59,19
21日,贵阳市,66,21
22日,贵阳市,40,13
16日,六盘水市,65,26
17日,六盘水市,75,21
18日,六盘水市,86,20
19日,六盘水市,84,18
20日,六盘水市,82,16
21日,六盘水市,68,14
22日,六盘水市,60,10
09日,六盘水市,69,45
10日,六盘水市,73,46
11日,六盘水市,80,33
12日,六盘水市,148,58
13日,六盘水市,117,51
14日,六盘水市,89,44
15日,六盘水市,75,33
16日,遵义市,95,38
17日,遵义市,79,32
18日,遵义市,74,37
19日,遵义市,77,19
20日,遵义市,44,18
21日,遵义市,70,24
22日,遵义市,37,14
09日,遵义市,84,62
10日,遵义市,72,52
11日,遵义市,72,43
12日,遵义市,125,51
13日,遵义市,183,71
14日,遵义市,96,46
15日,遵义市,79,42
09日,安顺市,83,61
10日,安顺市,59,42
11日,安顺市,80,38
12日,安顺市,110,55
13日,安顺市,169,81
14日,安顺市,98,53
15日,安顺市,74,40
16日,安顺市,70,36
17日,安顺市,87,42
18日,安顺市,83,27
19日,安顺市,98,18
20日,安顺市,68,23
21日,安顺市,71,19
22日,安顺市,55,18
10日,铜仁市,49,30
11日,铜仁市,43,30
12日,铜仁市,45,20
13日,铜仁市,84,42
14日,铜仁市,70,40
15日,铜仁市,58,32
16日,铜仁市,84,38
17日,铜仁市,80,34
18日,铜仁市,51,28
19日,铜仁市,65,17
20日,铜仁市,41,16
21日,铜仁市,47,22
22日,铜仁市,41,19
09日,铜仁市,49,34
10日,黔西南布依族苗族自治州,58,30
11日,黔西南布依族苗族自治州,74,28
12日,黔西南布依族苗族自治州,70,40
16日,黔西南布依族苗族自治州,55,15
17日,黔西南布依族苗族自治州,75,22
18日,黔西南布依族苗族自治州,82,18
19日,黔西南布依族苗族自治州,83,16
20日,黔西南布依族苗族自治州,64,22
21日,黔西南布依族苗族自治州,63,14
22日,黔西南布依族苗族自治州,69,16
13日,黔西南布依族苗族自治州,104,64
14日,黔西南布依族苗族自治州,83,54
15日,黔西南布依族苗族自治州,65,34
09日,黔西南布依族苗族自治州,54,38
16日,毕节市,95,46
17日,毕节市,76,23
18日,毕节市,90,30
19日,毕节市,74,13
20日,毕节市,72,21
21日,毕节市,65,22
22日,毕节市,41,15
10日,毕节市,85,63
11日,毕节市,87,50
12日,毕节市,143,55
13日,毕节市,137,62
14日,毕节市,88,45
15日,毕节市,75,40
09日,毕节市,69,50
16日,黔东南苗族侗族自治州,89,44
17日,黔东南苗族侗族自治州,89,38
18日,黔东南苗族侗族自治州,57,40
19日,黔东南苗族侗族自治州,75,17
20日,黔东南苗族侗族自治州,45,18
21日,黔东南苗族侗族自治州,59,26
22日,黔东南苗族侗族自治州,43,16
10日,黔东南苗族侗族自治州,54,38
11日,黔东南苗族侗族自治州,57,40
12日,黔东南苗族侗族自治州,78,32
13日,黔东南苗族侗族自治州,148,71
14日,黔东南苗族侗族自治州,83,46
15日,黔东南苗族侗族自治州,77,34
09日,黔东南苗族侗族自治州,69,50
10日,黔南布依族苗族自治州,50,30
11日,黔南布依族苗族自治州,59,32
12日,黔南布依族苗族自治州,96,40
13日,黔南布依族苗族自治州,159,70
16日,黔南布依族苗族自治州,92,32
17日,黔南布依族苗族自治州,95,36
18日,黔南布依族苗族自治州,58,34
19日,黔南布依族苗族自治州,91,13
20日,黔南布依族苗族自治州,41,14
21日,黔南布依族苗族自治州,65,22
09日,黔南布依族苗族自治州,59,42
14日,黔南布依族苗族自治州,80,35
15日,黔南布依族苗族自治州,80,25
22日,黔南布依族苗族自治州,38,10
16日,昆明市,57,13
17日,昆明市,77,13
09日,昆明市,81,44
18日,昆明市,80,16
19日,昆明市,80,19
20日,昆明市,69,21
21日,昆明市,55,18
22日,昆明市,65,18
10日,昆明市,95,48
11日,昆明市,65,35
12日,昆明市,54,22
13日,昆明市,68,31
14日,昆明市,75,33
15日,昆明市,56,28
16日,曲靖市,60,14
17日,曲靖市,75,15
18日,曲靖市,80,15
19日,曲靖市,80,19
20日,曲靖市,74,17
21日,曲靖市,65,14
10日,曲靖市,92,42
11日,曲靖市,65,30
12日,曲靖市,68,26
13日,曲靖市,100,36
14日,曲靖市,80,38
15日,曲靖市,63,29
09日,曲靖市,89,41
22日,曲靖市,71,18
10日,玉溪市,88,42
11日,玉溪市,61,34
12日,玉溪市,47,20
13日,玉溪市,69,24
14日,玉溪市,72,27
15日,玉溪市,47,22
16日,玉溪市,54,13
17日,玉溪市,75,12
18日,玉溪市,72,17
19日,玉溪市,73,19
20日,玉溪市,69,22
21日,玉溪市,55,19
22日,玉溪市,55,18
09日,玉溪市,78,41
16日,保山市,64,18
17日,保山市,68,14
18日,保山市,65,17
19日,保山市,60,17
20日,保山市,56,17
21日,保山市,43,19
22日,保山市,49,22
10日,保山市,85,48
11日,保山市,54,37
12日,保山市,49,34
13日,保山市,45,15
14日,保山市,61,18
15日,保山市,48,25
09日,保山市,92,48
16日,昭通市,73,43
17日,昭通市,79,28
18日,昭通市,77,26
19日,昭通市,82,23
20日,昭通市,65,20
21日,昭通市,65,21
22日,昭通市,50,22
09日,昭通市,74,28
10日,昭通市,78,28
11日,昭通市,77,40
12日,昭通市,161,66
13日,昭通市,109,50
14日,昭通市,80,45
15日,昭通市,72,44
16日,丽江市,69,10
17日,丽江市,64,14
18日,丽江市,51,13
19日,丽江市,58,12
20日,丽江市,48,10
21日,丽江市,53,8
22日,丽江市,44,10
10日,丽江市,65,24
11日,丽江市,67,18
12日,丽江市,48,22
13日,丽江市,46,12
14日,丽江市,58,18
15日,丽江市,60,18
09日,丽江市,65,21
09日,普洱市,64,42
10日,普洱市,82,42
11日,普洱市,56,30
12日,普洱市,54,31
13日,普洱市,44,24
14日,普洱市,45,16
15日,普洱市,38,13
16日,普洱市,38,14
17日,普洱市,49,15
18日,普洱市,63,16
19日,普洱市,68,18
20日,普洱市,52,22
21日,普洱市,49,18
22日,普洱市,47,22
09日,临沧市,87,63
10日,临沧市,84,62
11日,临沧市,72,52
12日,临沧市,43,30
13日,临沧市,39,26
14日,临沧市,47,31
15日,临沧市,54,38
16日,临沧市,47,20
17日,临沧市,65,18
18日,临沧市,69,22
19日,临沧市,66,26
20日,临沧市,64,32
21日,临沧市,43,30
22日,临沧市,46,32
16日,楚雄彝族自治州,60,14
17日,楚雄彝族自治州,77,14
18日,楚雄彝族自治州,79,14
19日,楚雄彝族自治州,65,14
20日,楚雄彝族自治州,65,18
21日,楚雄彝族自治州,57,18
22日,楚雄彝族自治州,49,16
09日,楚雄彝族自治州,84,49
10日,楚雄彝族自治州,87,45
11日,楚雄彝族自治州,70,34
12日,楚雄彝族自治州,43,18
13日,楚雄彝族自治州,57,20
14日,楚雄彝族自治州,60,26
15日,楚雄彝族自治州,43,18
16日,红河哈尼族彝族自治州,55,22
17日,红河哈尼族彝族自治州,54,19
18日,红河哈尼族彝族自治州,70,25
19日,红河哈尼族彝族自治州,66,26
20日,红河哈尼族彝族自治州,56,29
21日,红河哈尼族彝族自治州,49,23
22日,红河哈尼族彝族自治州,46,24
09日,红河哈尼族彝族自治州,69,44
10日,红河哈尼族彝族自治州,82,53
11日,红河哈尼族彝族自治州,63,45
12日,红河哈尼族彝族自治州,58,41
13日,红河哈尼族彝族自治州,70,41
14日,红河哈尼族彝族自治州,55,31
15日,红河哈尼族彝族自治州,63,37
09日,文山壮族苗族自治州,53,37
16日,文山壮族苗族自治州,50,24
17日,文山壮族苗族自治州,49,26
18日,文山壮族苗族自治州,57,20
19日,文山壮族苗族自治州,60,22
20日,文山壮族苗族自治州,52,25
21日,文山壮族苗族自治州,47,21
22日,文山壮族苗族自治州,48,18
10日,文山壮族苗族自治州,69,41
11日,文山壮族苗族自治州,58,41
12日,文山壮族苗族自治州,57,40
13日,文山壮族苗族自治州,96,52
14日,文山壮族苗族自治州,83,47
15日,文山壮族苗族自治州,60,32
16日,西双版纳傣族自治州,35,12
17日,西双版纳傣族自治州,38,18
18日,西双版纳傣族自治州,55,22
19日,西双版纳傣族自治州,60,28
20日,西双版纳傣族自治州,38,24
21日,西双版纳傣族自治州,43,25
22日,西双版纳傣族自治州,50,28
09日,西双版纳傣族自治州,75,55
10日,西双版纳傣族自治州,68,49
11日,西双版纳傣族自治州,75,54
12日,西双版纳傣族自治州,83,61
13日,西双版纳傣族自治州,36,24
14日,西双版纳傣族自治州,39,24
15日,西双版纳傣族自治州,33,20
10日,大理白族自治州,79,29
11日,大理白族自治州,60,28
12日,大理白族自治州,43,30
13日,大理白族自治州,48,14
14日,大理白族自治州,62,17
15日,大理白族自治州,50,23
09日,大理白族自治州,80,44
16日,大理白族自治州,72,18
17日,大理白族自治州,72,20
18日,大理白族自治州,74,16
19日,大理白族自治州,59,16
20日,大理白族自治州,63,16
21日,大理白族自治州,53,16
22日,大理白族自治州,49,16
16日,德宏傣族景颇族自治州,55,30
17日,德宏傣族景颇族自治州,74,20
18日,德宏傣族景颇族自治州,60,26
19日,德宏傣族景颇族自治州,60,30
20日,德宏傣族景颇族自治州,50,32
21日,德宏傣族景颇族自治州,53,33
22日,德宏傣族景颇族自治州,51,32
09日,德宏傣族景颇族自治州,109,82
10日,德宏傣族景颇族自治州,99,74
11日,德宏傣族景颇族自治州,84,62
12日,德宏傣族景颇族自治州,54,35
13日,德宏傣族景颇族自治州,36,20
14日,德宏傣族景颇族自治州,62,24
15日,德宏傣族景颇族自治州,51,33
16日,怒江傈僳族自治州,42,12
17日,怒江傈僳族自治州,50,18
18日,怒江傈僳族自治州,59,22
19日,怒江傈僳族自治州,50,22
20日,怒江傈僳族自治州,49,17
21日,怒江傈僳族自治州,40,18
22日,怒江傈僳族自治州,44,18
10日,怒江傈僳族自治州,80,30
11日,怒江傈僳族自治州,53,37
12日,怒江傈僳族自治州,54,38
13日,怒江傈僳族自治州,35,24
14日,怒江傈僳族自治州,46,25
15日,怒江傈僳族自治州,36,24
09日,怒江傈僳族自治州,84,46
09日,迪庆藏族自治州,54,24
16日,迪庆藏族自治州,75,13
17日,迪庆藏族自治州,67,13
18日,迪庆藏族自治州,52,14
19日,迪庆藏族自治州,50,14
20日,迪庆藏族自治州,49,12
21日,迪庆藏族自治州,55,9
22日,迪庆藏族自治州,49,11
10日,迪庆藏族自治州,64,24
11日,迪庆藏族自治州,72,14
12日,迪庆藏族自治州,63,10
13日,迪庆藏族自治州,55,10
14日,迪庆藏族自治州,72,14
15日,迪庆藏族自治州,71,18
09日,拉萨市,64,10
10日,拉萨市,67,10
11日,拉萨市,92,8
12日,拉萨市,92,7
13日,拉萨市,84,8
14日,拉萨市,90,9
15日,拉萨市,87,8
16日,拉萨市,83,14
17日,拉萨市,86,10
18日,拉萨市,84,12
19日,拉萨市,82,12
20日,拉萨市,75,8
21日,拉萨市,65,8
22日,拉萨市,70,11
09日,昌都市,67,8
10日,昌都市,69,9
11日,昌都市,64,10
12日,昌都市,49,8
13日,昌都市,49,8
14日,昌都市,82,6
15日,昌都市,72,10
16日,昌都市,72,11
17日,昌都市,62,9
18日,昌都市,69,22
19日,昌都市,77,26
20日,昌都市,60,13
21日,昌都市,66,9
22日,昌都市,65,10
16日,山南市,81,16
17日,山南市,80,13
18日,山南市,74,10
19日,山南市,79,10
20日,山南市,65,11
21日,山南市,62,12
22日,山南市,69,16
10日,山南市,70,10
11日,山南市,92,8
12日,山南市,82,17
13日,山南市,72,10
14日,山南市,92,18
15日,山南市,82,14
09日,山南市,65,14
10日,日喀则市,74,14
11日,日喀则市,78,6
12日,日喀则市,75,6
13日,日喀则市,87,6
14日,日喀则市,93,10
15日,日喀则市,83,8
16日,日喀则市,76,10
17日,日喀则市,78,8
18日,日喀则市,70,8
19日,日喀则市,69,9
20日,日喀则市,72,4
21日,日喀则市,65,6
22日,日喀则市,75,6
09日,日喀则市,65,12
10日,那曲市,55,16
11日,那曲市,60,16
12日,那曲市,49,14
13日,那曲市,69,12
14日,那曲市,72,16
15日,那曲市,67,38
09日,那曲市,52,22
16日,那曲市,72,28
17日,那曲市,60,20
18日,那曲市,78,30
19日,那曲市,70,22
20日,那曲市,63,13
21日,那曲市,55,19
22日,那曲市,58,26
10日,阿里地区,67,6
11日,阿里地区,77,8
12日,阿里地区,69,8
13日,阿里地区,72,6
14日,阿里地区,75,7
15日,阿里地区,70,5
09日,阿里地区,60,8
16日,阿里地区,69,6
17日,阿里地区,72,7
18日,阿里地区,64,6
19日,阿里地区,72,8
20日,阿里地区,75,8
21日,阿里地区,74,10
22日,阿里地区,65,8
16日,林芝市,65,8
17日,林芝市,62,8
18日,林芝市,55,10
19日,林芝市,59,8
20日,林芝市,50,6
21日,林芝市,49,5
22日,林芝市,44,5
10日,林芝市,57,10
11日,林芝市,70,6
12日,林芝市,60,4
13日,林芝市,60,6
14日,林芝市,67,8
15日,林芝市,68,10
09日,林芝市,53,11
16日,西安市,117,66
10日,西安市,101,55
11日,西安市,150,68
12日,西安市,500,157
13日,西安市,127,69
14日,西安市,82,40
15日,西安市,70,34
09日,西安市,115,57
17日,西安市,124,74
18日,西安市,118,59
19日,西安市,95,57
20日,西安市,75,35
21日,西安市,70,34
22日,西安市,152,74
10日,铜川市,66,24
11日,铜川市,165,61
09日,铜川市,105,43
12日,铜川市,456,105
13日,铜川市,106,38
14日,铜川市,72,36
15日,铜川市,73,20
16日,铜川市,139,65
17日,铜川市,99,58
18日,铜川市,96,46
19日,铜川市,86,45
20日,铜川市,87,35
21日,铜川市,66,31
22日,铜川市,192,92
10日,宝鸡市,91,54
11日,宝鸡市,288,123
12日,宝鸡市,500,272
13日,宝鸡市,137,76
09日,宝鸡市,110,62
16日,宝鸡市,135,78
17日,宝鸡市,90,55
18日,宝鸡市,154,96
19日,宝鸡市,128,91
20日,宝鸡市,116,50
21日,宝鸡市,73,40
22日,宝鸡市,118,66
14日,宝鸡市,71,36
15日,宝鸡市,53,24
10日,咸阳市,97,60
11日,咸阳市,167,75
16日,咸阳市,133,67
17日,咸阳市,113,70
18日,咸阳市,140,76
19日,咸阳市,100,59
20日,咸阳市,89,37
21日,咸阳市,77,36
22日,咸阳市,162,77
12日,咸阳市,500,148
13日,咸阳市,155,81
14日,咸阳市,82,42
15日,咸阳市,69,34
09日,咸阳市,124,63
16日,渭南市,109,55
17日,渭南市,134,83
10日,渭南市,94,44
11日,渭南市,165,59
12日,渭南市,500,149
13日,渭南市,131,56
14日,渭南市,86,35
15日,渭南市,86,26
09日,渭南市,116,60
18日,渭南市,110,53
19日,渭南市,91,45
20日,渭南市,75,32
21日,渭南市,62,38
22日,渭南市,191,104
16日,延安市,124,64
17日,延安市,104,51
18日,延安市,80,43
19日,延安市,78,42
20日,延安市,83,36
21日,延安市,187,88
22日,延安市,136,76
10日,延安市,61,23
11日,延安市,500,133
12日,延安市,189,61
13日,延安市,138,50
14日,延安市,55,15
15日,延安市,62,15
09日,延安市,110,48
10日,汉中市,77,36
11日,汉中市,100,46
12日,汉中市,500,323
16日,汉中市,83,35
17日,汉中市,92,36
18日,汉中市,97,54
19日,汉中市,103,68
20日,汉中市,74,35
21日,汉中市,57,33
22日,汉中市,76,38
09日,汉中市,75,36
13日,汉中市,202,142
14日,汉中市,80,54
15日,汉中市,61,33
09日,榆林市,79,29
16日,榆林市,278,110
17日,榆林市,117,62
18日,榆林市,71,34
19日,榆林市,73,31
20日,榆林市,90,29
21日,榆林市,188,82
22日,榆林市,128,67
10日,榆林市,65,20
11日,榆林市,500,111
12日,榆林市,133,33
13日,榆林市,98,27
14日,榆林市,55,13
15日,榆林市,70,22
10日,安康市,70,22
11日,安康市,54,26
12日,安康市,427,121
13日,安康市,189,114
16日,安康市,73,26
17日,安康市,85,30
18日,安康市,92,38
19日,安康市,85,40
20日,安康市,74,32
21日,安康市,56,31
22日,安康市,110,47
14日,安康市,85,48
15日,安康市,53,22
09日,安康市,67,24
10日,商洛市,96,59
16日,商洛市,91,50
17日,商洛市,99,68
18日,商洛市,102,56
19日,商洛市,89,52
20日,商洛市,80,32
21日,商洛市,56,26
22日,商洛市,161,82
11日,商洛市,73,38
12日,商洛市,436,144
13日,商洛市,102,48
14日,商洛市,80,37
15日,商洛市,64,24
09日,商洛市,96,54
16日,兰州市,185,100
17日,兰州市,91,47
18日,兰州市,265,115
19日,兰州市,154,82
20日,兰州市,148,68
21日,兰州市,89,46
22日,兰州市,80,40
09日,兰州市,148,69
10日,兰州市,83,36
11日,兰州市,198,85
12日,兰州市,500,263
13日,兰州市,109,48
14日,兰州市,71,34
15日,兰州市,83,38
16日,嘉峪关市,97,41
17日,嘉峪关市,152,52
18日,嘉峪关市,70,21
19日,嘉峪关市,75,25
20日,嘉峪关市,65,21
21日,嘉峪关市,62,20
22日,嘉峪关市,67,18
09日,嘉峪关市,68,15
10日,嘉峪关市,73,23
11日,嘉峪关市,57,16
12日,嘉峪关市,65,13
13日,嘉峪关市,65,11
14日,嘉峪关市,86,36
15日,嘉峪关市,105,42
16日,金昌市,108,49
17日,金昌市,179,80
18日,金昌市,124,42
09日,金昌市,60,17
10日,金昌市,78,22
11日,金昌市,500,132
12日,金昌市,353,115
13日,金昌市,59,14
14日,金昌市,52,17
15日,金昌市,113,51
19日,金昌市,116,57
20日,金昌市,105,37
21日,金昌市,78,24
22日,金昌市,61,16
10日,白银市,85,34
11日,白银市,500,124
16日,白银市,170,94
17日,白银市,97,52
18日,白银市,272,102
19日,白银市,146,84
20日,白银市,147,66
21日,白银市,89,40
22日,白银市,79,39
12日,白银市,500,175
13日,白银市,95,37
14日,白银市,64,25
15日,白银市,108,47
09日,白银市,132,62
10日,天水市,78,34
11日,天水市,239,76
16日,天水市,82,38
17日,天水市,73,44
18日,天水市,178,100
19日,天水市,126,70
20日,天水市,90,46
21日,天水市,96,44
22日,天水市,102,49
09日,天水市,97,40
12日,天水市,500,203
13日,天水市,96,34
14日,天水市,78,35
15日,天水市,66,26
16日,武威市,118,57
17日,武威市,151,88
18日,武威市,136,76
19日,武威市,115,74
20日,武威市,131,48
21日,武威市,77,28
22日,武威市,72,28
09日,武威市,100,39
10日,武威市,74,24
11日,武威市,500,114
12日,武威市,490,172
13日,武威市,60,19
14日,武威市,52,20
15日,武威市,126,62
16日,张掖市,101,45
17日,张掖市,179,74
18日,张掖市,73,22
19日,张掖市,77,26
20日,张掖市,58,18
21日,张掖市,79,27
22日,张掖市,70,28
10日,张掖市,79,28
11日,张掖市,272,75
12日,张掖市,162,54
13日,张掖市,63,17
14日,张掖市,61,19
15日,张掖市,120,50
09日,张掖市,91,42
16日,平凉市,154,63
17日,平凉市,79,30
18日,平凉市,191,78
19日,平凉市,138,64
20日,平凉市,85,37
21日,平凉市,150,50
22日,平凉市,110,48
10日,平凉市,73,22
11日,平凉市,500,148
12日,平凉市,500,108
13日,平凉市,107,34
14日,平凉市,54,20
15日,平凉市,65,20
09日,平凉市,112,38
16日,酒泉市,102,37
17日,酒泉市,128,46
18日,酒泉市,75,26
19日,酒泉市,75,28
20日,酒泉市,66,24
21日,酒泉市,64,26
22日,酒泉市,76,22
10日,酒泉市,93,24
11日,酒泉市,67,28
12日,酒泉市,70,23
13日,酒泉市,74,17
14日,酒泉市,87,34
15日,酒泉市,124,44
09日,酒泉市,68,20
10日,庆阳市,65,24
11日,庆阳市,500,155
12日,庆阳市,203,81
13日,庆阳市,113,35
14日,庆阳市,59,20
15日,庆阳市,65,20
09日,庆阳市,107,46
16日,庆阳市,164,114
17日,庆阳市,82,42
18日,庆阳市,104,58
19日,庆阳市,98,65
20日,庆阳市,85,28
21日,庆阳市,112,48
22日,庆阳市,113,66
10日,定西市,72,26
11日,定西市,352,82
12日,定西市,500,188
13日,定西市,111,40
14日,定西市,66,29
15日,定西市,70,26
16日,定西市,120,49
17日,定西市,73,34
18日,定西市,428,125
19日,定西市,172,82
20日,定西市,100,44
21日,定西市,110,52
22日,定西市,76,31
09日,定西市,106,42
10日,陇南市,60,26
11日,陇南市,63,20
16日,陇南市,69,29
17日,陇南市,61,28
18日,陇南市,129,72
19日,陇南市,116,72
20日,陇南市,79,31
21日,陇南市,70,34
09日,陇南市,60,26
12日,陇南市,500,143
13日,陇南市,187,96
14日,陇南市,74,28
15日,陇南市,68,29
22日,陇南市,86,42
09日,临夏回族自治州,125,61
10日,临夏回族自治州,97,48
11日,临夏回族自治州,101,46
12日,临夏回族自治州,150,57
13日,临夏回族自治州,71,33
14日,临夏回族自治州,78,36
15日,临夏回族自治州,67,34
16日,临夏回族自治州,113,60
17日,临夏回族自治州,89,47
18日,临夏回族自治州,348,140
19日,临夏回族自治州,169,98
20日,临夏回族自治州,138,72
21日,临夏回族自治州,96,52
22日,临夏回族自治州,94,54
16日,甘南藏族自治州,72,28
10日,甘南藏族自治州,72,29
11日,甘南藏族自治州,70,28
12日,甘南藏族自治州,60,22
13日,甘南藏族自治州,62,21
17日,甘南藏族自治州,66,26
18日,甘南藏族自治州,118,52
19日,甘南藏族自治州,80,32
20日,甘南藏族自治州,80,32
21日,甘南藏族自治州,78,37
22日,甘南藏族自治州,61,26
14日,甘南藏族自治州,63,23
15日,甘南藏族自治州,63,22
09日,甘南藏族自治州,84,34
16日,西宁市,106,55
17日,西宁市,78,41
18日,西宁市,98,49
19日,西宁市,100,57
20日,西宁市,110,64
21日,西宁市,76,45
22日,西宁市,72,47
10日,西宁市,62,24
11日,西宁市,70,30
12日,西宁市,60,17
13日,西宁市,61,21
14日,西宁市,53,21
15日,西宁市,63,30
09日,西宁市,73,34
16日,海东市,119,64
17日,海东市,75,38
18日,海东市,101,51
19日,海东市,98,54
20日,海东市,109,58
21日,海东市,74,39
22日,海东市,71,40
10日,海东市,61,24
11日,海东市,74,32
12日,海东市,56,20
13日,海东市,56,17
14日,海东市,58,18
15日,海东市,65,28
09日,海东市,84,42
16日,海北藏族自治州,64,30
17日,海北藏族自治州,58,27
18日,海北藏族自治州,101,44
19日,海北藏族自治州,70,30
20日,海北藏族自治州,82,44
21日,海北藏族自治州,62,35
22日,海北藏族自治州,55,27
09日,海北藏族自治州,60,18
10日,海北藏族自治州,60,13
11日,海北藏族自治州,60,18
12日,海北藏族自治州,52,10
13日,海北藏族自治州,53,10
14日,海北藏族自治州,64,16
15日,海北藏族自治州,64,21
16日,黄南藏族自治州,62,22
17日,黄南藏族自治州,62,24
18日,黄南藏族自治州,94,38
19日,黄南藏族自治州,68,27
20日,黄南藏族自治州,87,31
21日,黄南藏族自治州,106,52
22日,黄南藏族自治州,74,35
09日,黄南藏族自治州,67,26
10日,黄南藏族自治州,62,24
11日,黄南藏族自治州,83,35
12日,黄南藏族自治州,52,6
13日,黄南藏族自治州,52,7
14日,黄南藏族自治州,59,13
15日,黄南藏族自治州,65,19
16日,海南藏族自治州,67,33
17日,海南藏族自治州,65,29
18日,海南藏族自治州,98,56
19日,海南藏族自治州,75,42
20日,海南藏族自治州,86,53
21日,海南藏族自治州,83,61
22日,海南藏族自治州,65,42
09日,海南藏族自治州,65,21
10日,海南藏族自治州,64,23
11日,海南藏族自治州,67,15
12日,海南藏族自治州,64,8
13日,海南藏族自治州,64,16
14日,海南藏族自治州,70,12
15日,海南藏族自治州,76,22
09日,果洛藏族自治州,68,20
10日,果洛藏族自治州,65,17
16日,果洛藏族自治州,65,20
17日,果洛藏族自治州,64,15
18日,果洛藏族自治州,90,25
19日,果洛藏族自治州,78,18
20日,果洛藏族自治州,78,14
21日,果洛藏族自治州,73,32
22日,果洛藏族自治州,73,19
11日,果洛藏族自治州,55,20
12日,果洛藏族自治州,62,15
